OA Code,LA Name,Region Name,OAC11UK0031
E00158054,North Warwickshire,West Midlands,52.5925925925926,
E00053152,Wolverhampton,West Midlands,38.5185185185185,
E00053153,Wolverhampton,West Midlands,23.8461538461538,
E00158183,North Warwickshire,West Midlands,30.9859154929577,
E00158102,North Warwickshire,West Midlands,82.3529411764706,
E00053069,Wolverhampton,West Midlands,16.9354838709677,
E00053258,Wolverhampton,West Midlands,59.0551181102362,
E00158206,North Warwickshire,West Midlands,87.7862595419847,
E00131209,Hinckley and Bosworth,East Midlands,39.8058252427184,
E00052585,Wolverhampton,West Midlands,40.1574803149606,
E00052762,Wolverhampton,West Midlands,39.6739130434783,
E00052760,Wolverhampton,West Midlands,48.3606557377049,
E00170662,Hinckley and Bosworth,East Midlands,88.8888888888889,
E00170663,Hinckley and Bosworth,East Midlands,76.6129032258064,
E00170661,Hinckley and Bosworth,East Midlands,94.6236559139785,
E00170666,Hinckley and Bosworth,East Midlands,68.3760683760684,
E00052836,Wolverhampton,West Midlands,32.0388349514563,
E00167325,Wolverhampton,West Midlands,13.1578947368421,
E00158212,North Warwickshire,West Midlands,59.2592592592593,
E00052590,Wolverhampton,West Midlands,53.0973451327434,
E00052596,Wolverhampton,West Midlands,18.0952380952381,
E00052595,Wolverhampton,West Midlands,17.5572519083969,
E00052591,Wolverhampton,West Midlands,31.0810810810811,
E00052775,Wolverhampton,West Midlands,54.1095890410959,
E00052771,Wolverhampton,West Midlands,12.7777777777778,
E00170672,Hinckley and Bosworth,East Midlands,75.8928571428571,
E00052615,Wolverhampton,West Midlands,55.1515151515151,
E00052967,Wolverhampton,West Midlands,27.4193548387097,
E00053040,Wolverhampton,West Midlands,85.4700854700855,
E00053049,Wolverhampton,West Midlands,61.8181818181818,
E00167332,Wolverhampton,West Midlands,41.1764705882353,
E00052747,Wolverhampton,West Midlands,44.8051948051948,
E00052748,Wolverhampton,West Midlands,39.4736842105263,
E00052971,Wolverhampton,West Midlands,89.2307692307692,
E00053106,Wolverhampton,West Midlands,90.8256880733945,
E00053187,Wolverhampton,West Midlands,91.970802919708,
E00053101,Wolverhampton,West Midlands,81.8181818181818,
E00158080,North Warwickshire,West Midlands,36.2962962962963,
E00158089,North Warwickshire,West Midlands,65.0793650793651,
E00131006,Hinckley and Bosworth,East Midlands,90.2654867256637,
E00052949,Wolverhampton,West Midlands,89.6,
E00158260,North Warwickshire,West Midlands,69.53125,
E00052757,Wolverhampton,West Midlands,44.3548387096774,
E00052754,Wolverhampton,West Midlands,30.7086614173228,
E00052752,Wolverhampton,West Midlands,48.8721804511278,
E00052750,Wolverhampton,West Midlands,24.6031746031746,
E00052668,Wolverhampton,West Midlands,33.7423312883436,
E00053112,Wolverhampton,West Midlands,90.2439024390244,
E00053193,Wolverhampton,West Midlands,58.5585585585586,
E00158096,North Warwickshire,West Midlands,83.1858407079646,
E00158098,North Warwickshire,West Midlands,94.4954128440367,
E00167318,Wolverhampton,West Midlands,5.04201680672269,
E00052950,Wolverhampton,West Midlands,95.2,
E00158147,North Warwickshire,West Midlands,79.6992481203008,
E00158148,North Warwickshire,West Midlands,88.3928571428571,
E00052864,Wolverhampton,West Midlands,16.4021164021164,
E00131243,Hinckley and Bosworth,East Midlands,57.1428571428571,
E00131241,Hinckley and Bosworth,East Midlands,94.1798941798942,
E00052737,Wolverhampton,West Midlands,40.4494382022472,
E00052645,Wolverhampton,West Midlands,65.6934306569343,
E00052643,Wolverhampton,West Midlands,17.96875,
E00052649,Wolverhampton,West Midlands,58.3333333333333,
E00053163,Wolverhampton,West Midlands,61.7886178861789,
E00053169,Wolverhampton,West Midlands,58.59375,
E00158152,North Warwickshire,West Midlands,93.7007874015748,
E00158154,North Warwickshire,West Midlands,83.6734693877551,
E00158155,North Warwickshire,West Midlands,81.5217391304348,
E00158063,North Warwickshire,West Midlands,83.0357142857143,
E00158060,North Warwickshire,West Midlands,92.4731182795699,
E00158061,North Warwickshire,West Midlands,83.7209302325581,
E00158065,North Warwickshire,West Midlands,35.9550561797753,
E00158069,North Warwickshire,West Midlands,79.2452830188679,
E00053081,Wolverhampton,West Midlands,75,
E00053267,Wolverhampton,West Midlands,90.2439024390244,
E00053264,Wolverhampton,West Midlands,94.488188976378,
E00053260,Wolverhampton,West Midlands,72.6495726495726,
E00053261,Wolverhampton,West Midlands,95,
E00053268,Wolverhampton,West Midlands,92.6229508196721,
E00053269,Wolverhampton,West Midlands,93.1818181818182,
E00158252,North Warwickshire,West Midlands,86.2903225806452,
E00158257,North Warwickshire,West Midlands,87.9310344827586,
E00131257,Hinckley and Bosworth,East Midlands,83.0882352941177,
E00158560,Nuneaton and Bedworth,West Midlands,93.3333333333333,
E00158566,Nuneaton and Bedworth,West Midlands,96.031746031746,
E00053078,Wolverhampton,West Midlands,88.1118881118881,
E00053079,Wolverhampton,West Midlands,47.008547008547,
E00052844,Wolverhampton,West Midlands,61.2068965517241,
E00052842,Wolverhampton,West Midlands,49.1228070175439,
E00158410,Nuneaton and Bedworth,West Midlands,37.5722543352601,
E00158491,Nuneaton and Bedworth,West Midlands,33.3333333333333,
E00158497,Nuneaton and Bedworth,West Midlands,42.5,
E00158416,Nuneaton and Bedworth,West Midlands,93.5483870967742,
E00158414,Nuneaton and Bedworth,West Midlands,48.936170212766,
E00158495,Nuneaton and Bedworth,West Midlands,90.0763358778626,
E00167348,Wolverhampton,West Midlands,54.4117647058823,
E00158483,Nuneaton and Bedworth,West Midlands,63.5714285714286,
E00158402,Nuneaton and Bedworth,West Midlands,36.3636363636364,
E00158480,Nuneaton and Bedworth,West Midlands,87.0229007633588,
E00158401,Nuneaton and Bedworth,West Midlands,80.9523809523809,
E00158408,Nuneaton and Bedworth,West Midlands,58.8652482269503,
E00052785,Wolverhampton,West Midlands,31.5068493150685,
E00170683,Hinckley and Bosworth,East Midlands,89.3939393939394,
E00052653,Wolverhampton,West Midlands,48.936170212766,
E00053177,Wolverhampton,West Midlands,72.8813559322034,
E00158127,North Warwickshire,West Midlands,83.0188679245283,
E00158129,North Warwickshire,West Midlands,90.1785714285714,
E00158078,North Warwickshire,West Midlands,78.7234042553192,
E00052848,Wolverhampton,West Midlands,46.5648854961832,
E00052849,Wolverhampton,West Midlands,71.0526315789474,
E00053092,Wolverhampton,West Midlands,95.2380952380952,
E00053091,Wolverhampton,West Midlands,84.9624060150376,
E00053099,Wolverhampton,West Midlands,88.0597014925373,
E00158397,Nuneaton and Bedworth,West Midlands,66.4,
E00158316,Nuneaton and Bedworth,West Midlands,75.7575757575758,
E00053275,Wolverhampton,West Midlands,59.5419847328244,
E00053270,Wolverhampton,West Midlands,68.0555555555556,
E00158578,Nuneaton and Bedworth,West Midlands,39.84375,
E00158552,Nuneaton and Bedworth,West Midlands,96.2406015037594,
E00052587,Wolverhampton,West Midlands,39.3939393939394,
E00158557,Nuneaton and Bedworth,West Midlands,91.0569105691057,
E00052583,Wolverhampton,West Midlands,41.7391304347826,
E00052581,Wolverhampton,West Midlands,46.4788732394366,
E00052589,Wolverhampton,West Midlands,22.0183486238532,
E00052795,Wolverhampton,West Midlands,52.6315789473684,
E00158135,North Warwickshire,West Midlands,68.6567164179104,
E00052855,Wolverhampton,West Midlands,78.2258064516129,
E00131041,Hinckley and Bosworth,East Midlands,65.9863945578231,
E00158314,Nuneaton and Bedworth,West Midlands,47.8260869565217,
E00167346,Wolverhampton,West Midlands,26.865671641791,
E00158542,Nuneaton and Bedworth,West Midlands,94.017094017094,
E00158547,Nuneaton and Bedworth,West Midlands,95.0413223140496,
E00158545,Nuneaton and Bedworth,West Midlands,96.09375,
E00158640,Nuneaton and Bedworth,West Midlands,97.037037037037,
E00158644,Nuneaton and Bedworth,West Midlands,89.7196261682243,
E00052633,Wolverhampton,West Midlands,87.3015873015873,
E00158103,North Warwickshire,West Midlands,92.2480620155039,
E00158182,North Warwickshire,West Midlands,89.7637795275591,
E00158186,North Warwickshire,West Midlands,32.3529411764706,
E00158107,North Warwickshire,West Midlands,40.2985074626866,
E00158109,North Warwickshire,West Midlands,52.5179856115108,
E00158188,North Warwickshire,West Midlands,70,
E00131187,Hinckley and Bosworth,East Midlands,79.2592592592593,
E00131181,Hinckley and Bosworth,East Midlands,82.7272727272727,
E00131180,Hinckley and Bosworth,East Midlands,37.2881355932203,
E00131186,Hinckley and Bosworth,East Midlands,94.4,
E00053064,Wolverhampton,West Midlands,40.2298850574713,
E00165814,Nuneaton and Bedworth,West Midlands,86.4661654135338,
E00053060,Wolverhampton,West Midlands,46.4968152866242,
E00168286,Nuneaton and Bedworth,West Midlands,79,
E00158282,Nuneaton and Bedworth,West Midlands,53.90625,
E00158281,Nuneaton and Bedworth,West Midlands,58.2089552238806,
E00158204,North Warwickshire,West Midlands,94.0298507462687,
E00158205,North Warwickshire,West Midlands,94.3089430894309,
E00131202,Hinckley and Bosworth,East Midlands,68.8,
E00131203,Hinckley and Bosworth,East Midlands,91.0569105691057,
E00131200,Hinckley and Bosworth,East Midlands,74.5283018867924,
E00131201,Hinckley and Bosworth,East Midlands,88.8,
E00131206,Hinckley and Bosworth,East Midlands,86.8421052631579,
E00131207,Hinckley and Bosworth,East Midlands,90.4411764705882,
E00131205,Hinckley and Bosworth,East Midlands,85.625,
E00131208,Hinckley and Bosworth,East Midlands,60.8695652173913,
E00158462,Nuneaton and Bedworth,West Midlands,84.070796460177,
E00158461,Nuneaton and Bedworth,West Midlands,92.9133858267717,
E00158467,Nuneaton and Bedworth,West Midlands,95.6204379562044,
E00158468,Nuneaton and Bedworth,West Midlands,96.3503649635037,
E00052761,Wolverhampton,West Midlands,93.2432432432432,
E00052768,Wolverhampton,West Midlands,41.6666666666667,
E00158293,Nuneaton and Bedworth,West Midlands,96.5811965811966,
E00170667,Hinckley and Bosworth,East Midlands,89,
E00170664,Hinckley and Bosworth,East Midlands,36.7567567567568,
E00170665,Hinckley and Bosworth,East Midlands,75.2066115702479,
E00170668,Hinckley and Bosworth,East Midlands,64.6551724137931,
E00170669,Hinckley and Bosworth,East Midlands,73.5042735042735,
E00158650,Nuneaton and Bedworth,West Midlands,94.4954128440367,
E00052601,Wolverhampton,West Midlands,64.0625,
E00052680,Wolverhampton,West Midlands,62.4,
E00052688,Wolverhampton,West Midlands,85.2459016393443,
E00052609,Wolverhampton,West Midlands,48.4615384615385,
E00158199,North Warwickshire,West Midlands,30.7086614173228,
E00158118,North Warwickshire,West Midlands,82.3529411764706,
E00131192,Hinckley and Bosworth,East Midlands,12.0300751879699,
E00131191,Hinckley and Bosworth,East Midlands,88.8888888888889,
E00131197,Hinckley and Bosworth,East Midlands,62.0689655172414,
E00131196,Hinckley and Bosworth,East Midlands,93.0232558139535,
E00131199,Hinckley and Bosworth,East Midlands,87.962962962963,
E00131198,Hinckley and Bosworth,East Midlands,88.8888888888889,
E00168295,Nuneaton and Bedworth,West Midlands,91.7525773195876,
E00168299,Nuneaton and Bedworth,West Midlands,77.3913043478261,
E00158297,Nuneaton and Bedworth,West Midlands,91.1290322580645,
E00131210,Hinckley and Bosworth,East Midlands,86.1111111111111,
E00158526,Nuneaton and Bedworth,West Midlands,61.9354838709677,
E00052592,Wolverhampton,West Midlands,58.2677165354331,
E00052598,Wolverhampton,West Midlands,86.2068965517241,
E00052772,Wolverhampton,West Midlands,28.1045751633987,
E00170673,Hinckley and Bosworth,East Midlands,81.5217391304348,
E00170670,Hinckley and Bosworth,East Midlands,70,
E00170671,Hinckley and Bosworth,East Midlands,63.7931034482759,
E00158622,Nuneaton and Bedworth,West Midlands,32.3308270676692,
E00158625,Nuneaton and Bedworth,West Midlands,26.3157894736842,
E00052966,Wolverhampton,West Midlands,91.4529914529915,
E00052968,Wolverhampton,West Midlands,84.9206349206349,
E00052969,Wolverhampton,West Midlands,93.6363636363636,
E00053043,Wolverhampton,West Midlands,91.1111111111111,
E00053048,Wolverhampton,West Midlands,80.7692307692308,
E00052746,Wolverhampton,West Midlands,56.8181818181818,
E00052743,Wolverhampton,West Midlands,19.327731092437,
E00052749,Wolverhampton,West Midlands,58.2089552238806,
E00131260,Hinckley and Bosworth,East Midlands,84.7826086956522,
E00050499,Sandwell,West Midlands,90.0763358778626,
E00050419,Sandwell,West Midlands,43.6893203883495,
E00049428,Dudley,West Midlands,85.4700854700855,
E00158348,Nuneaton and Bedworth,West Midlands,82.9268292682927,
E00158092,North Warwickshire,West Midlands,48.4615384615385,
E00158534,Nuneaton and Bedworth,West Midlands,84.1726618705036,
E00158632,Nuneaton and Bedworth,West Midlands,93.0232558139535,
E00158635,Nuneaton and Bedworth,West Midlands,88.6178861788618,
E00158638,Nuneaton and Bedworth,West Midlands,96.6386554621849,
E00052977,Wolverhampton,West Midlands,26.8292682926829,
E00053182,Wolverhampton,West Midlands,73.9837398373984,
E00053103,Wolverhampton,West Midlands,80.1470588235294,
E00052223,Walsall,West Midlands,46.6666666666667,
E00053055,Wolverhampton,West Midlands,40,
E00158087,North Warwickshire,West Midlands,63.9344262295082,
E00052898,Wolverhampton,West Midlands,33.1707317073171,
E00131002,Hinckley and Bosworth,East Midlands,69.3333333333333,
E00131003,Hinckley and Bosworth,East Midlands,84.5637583892617,
E00131080,Hinckley and Bosworth,East Midlands,91.7721518987342,
E00131005,Hinckley and Bosworth,East Midlands,81.8965517241379,
E00131007,Hinckley and Bosworth,East Midlands,93.1972789115646,
E00131004,Hinckley and Bosworth,East Midlands,76.551724137931,
E00131008,Hinckley and Bosworth,East Midlands,84.8214285714286,
E00131009,Hinckley and Bosworth,East Midlands,97.5,
E00131088,Hinckley and Bosworth,East Midlands,94.2196531791908,
E00050933,Sandwell,West Midlands,76.9230769230769,
E00050930,Sandwell,West Midlands,58.1521739130435,
E00050197,Sandwell,West Midlands,52.1212121212121,
E00050117,Dudley,West Midlands,57.7586206896552,
E00050114,Dudley,West Midlands,85.9375,
E00050195,Sandwell,West Midlands,50.8474576271186,
E00050194,Sandwell,West Midlands,75.4901960784314,
E00050193,Sandwell,West Midlands,62.8571428571429,
E00050938,Sandwell,West Midlands,75.1824817518248,
E00050190,Sandwell,West Midlands,66.1417322834646,
E00050111,Dudley,West Midlands,76.9230769230769,
E00049949,Dudley,West Midlands,54.6875,
E00050939,Sandwell,West Midlands,42.3076923076923,
E00050199,Sandwell,West Midlands,70.8333333333333,
E00050198,Sandwell,West Midlands,54.9180327868852,
E00049946,Dudley,West Midlands,92.6829268292683,
E00158502,Nuneaton and Bedworth,West Midlands,57.8947368421053,
E00158583,Nuneaton and Bedworth,West Midlands,90.7563025210084,
E00158451,Nuneaton and Bedworth,West Midlands,96.1832061068702,
E00052660,Wolverhampton,West Midlands,82.258064516129,
E00158601,Nuneaton and Bedworth,West Midlands,91.304347826087,
E00158606,Nuneaton and Bedworth,West Midlands,30.4347826086957,
E00158172,North Warwickshire,West Midlands,86.7403314917127,
E00158179,North Warwickshire,West Midlands,79.6875,
E00053196,Wolverhampton,West Midlands,29.8076923076923,
E00053198,Wolverhampton,West Midlands,43.5714285714286,
E00131012,Hinckley and Bosworth,East Midlands,85.5855855855856,
E00131010,Hinckley and Bosworth,East Midlands,79.1304347826087,
E00131011,Hinckley and Bosworth,East Midlands,44.2477876106195,
E00158321,Nuneaton and Bedworth,West Midlands,62.4113475177305,
E00158326,Nuneaton and Bedworth,West Midlands,46.031746031746,
E00158329,Nuneaton and Bedworth,West Midlands,77.6,
E00158270,Nuneaton and Bedworth,West Midlands,67.6056338028169,
E00158276,Nuneaton and Bedworth,West Midlands,47.682119205298,
E00158274,Nuneaton and Bedworth,West Midlands,89.3939393939394,
E00158511,Nuneaton and Bedworth,West Midlands,72.2972972972973,
E00158590,Nuneaton and Bedworth,West Midlands,87.6811594202899,
E00158594,Nuneaton and Bedworth,West Midlands,96.4028776978417,
E00158515,Nuneaton and Bedworth,West Midlands,79.1666666666667,
E00158425,Nuneaton and Bedworth,West Midlands,59.5588235294118,
E00158428,Nuneaton and Bedworth,West Midlands,73.1481481481482,
E00052676,Wolverhampton,West Midlands,69.4267515923567,
E00158145,North Warwickshire,West Midlands,93.0693069306931,
E00158334,Nuneaton and Bedworth,West Midlands,61.5942028985507,
E00131333,Hinckley and Bosworth,East Midlands,90.3030303030303,
E00131330,Hinckley and Bosworth,East Midlands,87.0967741935484,
E00131336,Hinckley and Bosworth,East Midlands,85.2272727272727,
E00131337,Hinckley and Bosworth,East Midlands,67.6923076923077,
E00131334,Hinckley and Bosworth,East Midlands,89.2561983471074,
E00131335,Hinckley and Bosworth,East Midlands,94.6428571428571,
E00158249,North Warwickshire,West Midlands,47.9338842975207,
E00131242,Hinckley and Bosworth,East Midlands,85.3658536585366,
E00131246,Hinckley and Bosworth,East Midlands,61.6352201257862,
E00131244,Hinckley and Bosworth,East Midlands,90.0826446280992,
E00131245,Hinckley and Bosworth,East Midlands,56.9148936170213,
E00131248,Hinckley and Bosworth,East Midlands,16.8,
E00131249,Hinckley and Bosworth,East Midlands,93.2773109243697,
E00158436,Nuneaton and Bedworth,West Midlands,71.9745222929936,
E00158439,Nuneaton and Bedworth,West Midlands,53.7878787878788,
E00052644,Wolverhampton,West Midlands,20,
E00052873,Wolverhampton,West Midlands,47.5177304964539,
E00052870,Wolverhampton,West Midlands,66.9491525423729,
E00053086,Wolverhampton,West Midlands,89.922480620155,
E00053089,Wolverhampton,West Midlands,90.7692307692308,
E00168303,Nuneaton and Bedworth,West Midlands,72.4770642201835,
E00049651,Dudley,West Midlands,39.622641509434,
E00158253,North Warwickshire,West Midlands,88.3720930232558,
E00131253,Hinckley and Bosworth,East Midlands,87.3873873873874,
E00131256,Hinckley and Bosworth,East Midlands,82.6771653543307,
E00131254,Hinckley and Bosworth,East Midlands,79.7297297297297,
E00131258,Hinckley and Bosworth,East Midlands,86.3247863247863,
E00158562,Nuneaton and Bedworth,West Midlands,46.7153284671533,
E00158563,Nuneaton and Bedworth,West Midlands,89.3805309734513,
E00158561,Nuneaton and Bedworth,West Midlands,77.4193548387097,
E00158567,Nuneaton and Bedworth,West Midlands,79.6875,
E00158564,Nuneaton and Bedworth,West Midlands,80.9523809523809,
E00158565,Nuneaton and Bedworth,West Midlands,91.3385826771654,
E00052550,Walsall,West Midlands,71.6814159292035,
E00158568,Nuneaton and Bedworth,West Midlands,84.3137254901961,
E00052551,Walsall,West Midlands,72.1428571428571,
E00158569,Nuneaton and Bedworth,West Midlands,90.7563025210084,
E00050587,Sandwell,West Midlands,72.9559748427673,
E00050506,Sandwell,West Midlands,33.3333333333333,
E00052559,Walsall,West Midlands,64.7540983606557,
E00050502,Sandwell,West Midlands,82.051282051282,
E00050583,Sandwell,West Midlands,59.8591549295775,
E00050501,Sandwell,West Midlands,35.8288770053476,
E00050580,Sandwell,West Midlands,47.787610619469,
E00050589,Sandwell,West Midlands,64.9122807017544,
E00050588,Sandwell,West Midlands,58.1196581196581,
E00048566,Coventry,West Midlands,19.1304347826087,
E00049558,Dudley,West Midlands,72.6027397260274,
E00052462,Walsall,West Midlands,98.0769230769231,
E00052460,Walsall,West Midlands,95.9016393442623,
E00050457,Sandwell,West Midlands,93.4959349593496,
E00050454,Sandwell,West Midlands,73.8372093023256,
E00052469,Walsall,West Midlands,95.5357142857143,
E00050459,Sandwell,West Midlands,86.231884057971,
E00158403,Nuneaton and Bedworth,West Midlands,79.6992481203008,
E00158482,Nuneaton and Bedworth,West Midlands,73.109243697479,
E00158481,Nuneaton and Bedworth,West Midlands,67.6470588235294,
E00158400,Nuneaton and Bedworth,West Midlands,65.6488549618321,
E00158487,Nuneaton and Bedworth,West Midlands,76.4331210191083,
E00158406,Nuneaton and Bedworth,West Midlands,79.0322580645161,
E00158486,Nuneaton and Bedworth,West Midlands,88.3720930232558,
E00158407,Nuneaton and Bedworth,West Midlands,36.8852459016393,
E00158485,Nuneaton and Bedworth,West Midlands,96.1538461538462,
E00158404,Nuneaton and Bedworth,West Midlands,25.5474452554745,
E00158484,Nuneaton and Bedworth,West Midlands,32.0610687022901,
E00158405,Nuneaton and Bedworth,West Midlands,40,
E00158489,Nuneaton and Bedworth,West Midlands,92.3076923076923,
E00158488,Nuneaton and Bedworth,West Midlands,88.695652173913,
E00048407,Coventry,West Midlands,82.7067669172932,
E00048486,Coventry,West Midlands,16.6666666666667,
E00048400,Coventry,West Midlands,30.5785123966942,
E00048481,Coventry,West Midlands,42,
E00050767,Sandwell,West Midlands,34.7517730496454,
E00050765,Sandwell,West Midlands,35.4330708661417,
E00050761,Sandwell,West Midlands,44.4444444444444,
E00048750,Coventry,West Midlands,25.7352941176471,
E00050687,Sandwell,West Midlands,62.5,
E00050606,Sandwell,West Midlands,73.2283464566929,
E00050686,Sandwell,West Midlands,67.7631578947368,
E00050607,Sandwell,West Midlands,72.0930232558139,
E00050684,Sandwell,West Midlands,40.3508771929825,
E00050605,Sandwell,West Midlands,90.625,
E00050682,Sandwell,West Midlands,71.900826446281,
E00050603,Sandwell,West Midlands,46.1538461538462,
E00049654,Dudley,West Midlands,93.1034482758621,
E00049653,Dudley,West Midlands,93.2330827067669,
E00049659,Dudley,West Midlands,95.4545454545455,
E00172199,Coventry,West Midlands,12.6315789473684,
E00158122,North Warwickshire,West Midlands,91.6666666666667,
E00158123,North Warwickshire,West Midlands,76.2962962962963,
E00158120,North Warwickshire,West Midlands,82.5757575757576,
E00158121,North Warwickshire,West Midlands,84.6153846153846,
E00052197,Walsall,West Midlands,95.6140350877193,
E00052116,Walsall,West Midlands,20.6349206349206,
E00158126,North Warwickshire,West Midlands,81.3084112149533,
E00158125,North Warwickshire,West Midlands,76.271186440678,
E00052117,Walsall,West Midlands,52.4444444444444,
E00052196,Walsall,West Midlands,95.1219512195122,
E00052195,Walsall,West Midlands,77.5193798449613,
E00052114,Walsall,West Midlands,50.3401360544218,
E00158124,North Warwickshire,West Midlands,86.9230769230769,
E00052110,Walsall,West Midlands,64.9253731343284,
E00052191,Walsall,West Midlands,96.09375,
E00158128,North Warwickshire,West Midlands,64,
E00049935,Dudley,West Midlands,50.78125,
E00048949,Coventry,West Midlands,79.2,
E00049930,Dudley,West Midlands,55.7142857142857,
E00049931,Dudley,West Midlands,65.2173913043478,
E00049191,Dudley,West Midlands,91.40625,
E00051076,Sandwell,West Midlands,66.4179104477612,
E00051077,Sandwell,West Midlands,17.0731707317073,
E00051074,Sandwell,West Midlands,41.1290322580645,
E00051075,Sandwell,West Midlands,58.7786259541985,
E00051072,Sandwell,West Midlands,38.1443298969072,
E00158072,North Warwickshire,West Midlands,71.9298245614035,
E00158073,North Warwickshire,West Midlands,41.1290322580645,
E00158070,North Warwickshire,West Midlands,80.9815950920245,
E00158071,North Warwickshire,West Midlands,55.8333333333333,
E00158077,North Warwickshire,West Midlands,70.9923664122137,
E00158074,North Warwickshire,West Midlands,22.962962962963,
E00050837,Sandwell,West Midlands,58.9147286821705,
E00050834,Sandwell,West Midlands,56.3829787234042,
E00158079,North Warwickshire,West Midlands,29.1005291005291,
E00050833,Sandwell,West Midlands,61.8181818181818,
E00050097,Dudley,West Midlands,35.7142857142857,
E00050016,Dudley,West Midlands,42.4778761061947,
E00050015,Dudley,West Midlands,80.6451612903226,
E00050094,Dudley,West Midlands,95.0413223140496,
E00049845,Dudley,West Midlands,92.8,
E00052376,Walsall,West Midlands,89.7810218978102,
E00052375,Walsall,West Midlands,34.6456692913386,
E00052372,Walsall,West Midlands,60.1851851851852,
E00052373,Walsall,West Midlands,8.69565217391304,
E00052370,Walsall,West Midlands,80.7142857142857,
E00050326,Sandwell,West Midlands,96.8253968253968,
E00050322,Sandwell,West Midlands,92.0634920634921,
E00050321,Sandwell,West Midlands,70,
E00050328,Sandwell,West Midlands,19.8630136986301,
E00158312,Nuneaton and Bedworth,West Midlands,52.3809523809524,
E00158393,Nuneaton and Bedworth,West Midlands,95.1219512195122,
E00158313,Nuneaton and Bedworth,West Midlands,61.1510791366906,
E00158392,Nuneaton and Bedworth,West Midlands,94.6564885496183,
E00158310,Nuneaton and Bedworth,West Midlands,54.5454545454545,
E00158391,Nuneaton and Bedworth,West Midlands,94.3089430894309,
E00158390,Nuneaton and Bedworth,West Midlands,96.031746031746,
E00158311,Nuneaton and Bedworth,West Midlands,81.5789473684211,
E00158396,Nuneaton and Bedworth,West Midlands,56.2962962962963,
E00158317,Nuneaton and Bedworth,West Midlands,64.5669291338583,
E00158395,Nuneaton and Bedworth,West Midlands,57.1428571428571,
E00158315,Nuneaton and Bedworth,West Midlands,55.6390977443609,
E00158394,Nuneaton and Bedworth,West Midlands,87.218045112782,
E00158318,Nuneaton and Bedworth,West Midlands,11.4285714285714,
E00158399,Nuneaton and Bedworth,West Midlands,97.3684210526316,
E00158319,Nuneaton and Bedworth,West Midlands,50,
E00158398,Nuneaton and Bedworth,West Midlands,98.4732824427481,
E00049371,Dudley,West Midlands,51.2345679012346,
E00172213,Coventry,West Midlands,9.52380952380952,
E00168228,Sandwell,West Midlands,45.9016393442623,
E00168222,Sandwell,West Midlands,63.1067961165049,
E00168226,Sandwell,West Midlands,49.1525423728814,
E00050270,Sandwell,West Midlands,53.7037037037037,
E00052217,Walsall,West Midlands,51.0204081632653,
E00052214,Walsall,West Midlands,90,
E00052212,Walsall,West Midlands,91.7293233082707,
E00052213,Walsall,West Midlands,95.5696202531646,
E00052210,Walsall,West Midlands,90.9774436090226,
E00052218,Walsall,West Midlands,74.8502994011976,
